,precision,recall,f1-score,support
0,0.9649446494464945,0.9406474820143885,0.95264116575592,556.0
1,0.5981308411214953,0.7901234567901234,0.6808510638297871,81.0
2,0.9444444444444444,0.6538461538461539,0.7727272727272727,26.0
3,1.0,0.2,0.33333333333333337,5.0
accuracy,0.905688622754491,0.905688622754491,0.905688622754491,0.905688622754491
macro avg,0.8768799837531085,0.6461542731626665,0.6848882089115783,668.0
weighted avg,0.9199302077524665,0.905688622754491,0.9080464073174851,668.0
