,precision,recall,f1-score,support
0,0.9623655913978495,0.9658273381294964,0.9640933572710951,556.0
1,0.6987951807228916,0.7160493827160493,0.7073170731707318,81.0
2,0.88,0.8461538461538461,0.8627450980392156,26.0
3,1.0,0.4,0.5714285714285715,5.0
accuracy,0.9266467065868264,0.9266467065868264,0.9266467065868264,0.9266467065868264
macro avg,0.8852901930301853,0.732007641749848,0.7763960249774036,668.0
weighted avg,0.9274815545744889,0.9266467065868264,0.9260735104426956,668.0
