,precision,recall,f1-score,support
0,0.9664310954063604,0.9838129496402878,0.9750445632798573,556.0
1,0.8309859154929577,0.7283950617283951,0.7763157894736843,81.0
2,0.8571428571428571,0.9230769230769231,0.888888888888889,26.0
3,1.0,0.6,0.7499999999999999,5.0
accuracy,0.9476047904191617,0.9476047904191617,0.9476047904191617,0.9476047904191617
macro avg,0.9136399670105438,0.8088212336114015,0.8475623104106076,668.0
weighted avg,0.9460048839619466,0.9476047904191617,0.9459093820989225,668.0
