,precision,recall,f1-score,support
0,0.983271375464684,0.9514388489208633,0.9670932358318098,556.0
1,0.7171717171717171,0.8765432098765432,0.7888888888888889,81.0
2,0.9230769230769231,0.9230769230769231,0.9230769230769231,26.0
3,1.0,1.0,1.0,4.0
accuracy,0.9415292353823088,0.9415292353823088,0.9415292353823088,0.9415292353823088
macro avg,0.905880003928331,0.9377647454685825,0.9197647619494054,667.0
weighted avg,0.9487103356061071,0.9415292353823088,0.9439337917878353,667.0
